"","...1","Trapnest","Date","Day_of_year","Year","Site","Subsite","Treatment","Good_days","New_nests_meg","New_nests_sum","Available_cavities_prior","Meg_ps_prior","Meg_no_ps_prior","Sum_unsealed_meg","DP_meg_prior","NDP_meg_prior","NDP_ps_meg_prior"
"480",1002,"trapnest_39",2023-07-20,201,"year_2023","BP","M","High",2,0,0,7,11,0,NA,0,0,11
"481",1003,"trapnest_39",2023-07-24,205,"year_2023","BP","M","High",2,0,0,7,11,0,NA,0,0,11
"482",1004,"trapnest_39",2023-07-26,207,"year_2023","BP","M","High",1,0,0,7,11,0,NA,0,0,11
"483",1005,"trapnest_39",2023-07-28,209,"year_2023","BP","M","High",0,0,0,7,11,0,NA,0,0,11
"484",1006,"trapnest_39",2023-07-29,210,"year_2023","BP","M","High",0,0,0,7,11,0,NA,0,0,11
"485",1007,"trapnest_39",2023-08-01,213,"year_2023","BP","M","High",2,0,0,7,11,0,NA,0,0,11
"486",1008,"trapnest_39",2023-08-04,216,"year_2023","BP","M","High",2,0,0,7,11,0,NA,0,0,11
"487",1009,"trapnest_39",2023-08-09,221,"year_2023","BP","M","High",4,0,0,7,11,0,NA,0,0,11
"488",1010,"trapnest_3",2023-05-28,148,"year_2023","BP","A","High",2,0,0,7,0,0,NA,0,0,0
"489",1011,"trapnest_3",2023-05-11,131,"year_2023","BP","A","High",3,0,0,7,0,0,NA,0,0,0
"490",1012,"trapnest_3",2023-05-12,132,"year_2023","BP","A","High",1,0,0,7,0,0,NA,0,0,0
"491",1013,"trapnest_3",2023-05-15,135,"year_2023","BP","A","High",3,0,0,7,0,0,NA,0,0,0
"492",1014,"trapnest_3",2023-05-16,136,"year_2023","BP","A","High",1,0,0,7,0,0,NA,0,0,0
"493",1015,"trapnest_3",2023-05-17,137,"year_2023","BP","A","High",1,0,0,7,0,0,NA,0,0,0
"494",1016,"trapnest_3",2023-05-19,139,"year_2023","BP","A","High",2,0,0,7,0,0,NA,0,0,0
"495",1017,"trapnest_3",2023-05-21,141,"year_2023","BP","A","High",1,0,0,7,0,0,NA,0,0,0
"496",1018,"trapnest_3",2023-05-22,142,"year_2023","BP","A","High",1,0,0,7,0,0,NA,0,0,0
"497",1019,"trapnest_3",2023-05-23,143,"year_2023","BP","A","High",1,0,1,7,0,0,NA,0,0,0
"498",1020,"trapnest_3",2023-06-08,159,"year_2023","BP","A","High",2,0,0,7,0,0,NA,0,0,0
"499",1021,"trapnest_3",2023-06-10,161,"year_2023","BP","A","High",0,0,0,7,0,0,NA,0,0,0
"500",1022,"trapnest_3",2023-06-12,163,"year_2023","BP","A","High",1,0,0,7,0,0,NA,0,0,0
"501",1023,"trapnest_3",2023-06-14,165,"year_2023","BP","A","High",0,0,0,7,0,0,NA,0,0,0
"502",1024,"trapnest_3",2023-06-16,167,"year_2023","BP","A","High",1,0,1,7,0,0,NA,0,0,0
"503",1025,"trapnest_3",2023-06-20,171,"year_2023","BP","A","High",3,0,0,7,0,0,NA,0,0,0
"504",1026,"trapnest_3",2023-05-26,146,"year_2023","BP","A","High",2,0,1,7,0,0,NA,0,0,0
"505",1027,"trapnest_3",2023-05-29,149,"year_2023","BP","A","High",1,0,1,7,0,0,NA,0,0,0
"506",1028,"trapnest_3",2023-05-31,151,"year_2023","BP","A","High",2,0,1,6,0,0,NA,0,0,0
"507",1029,"trapnest_3",2023-06-02,153,"year_2023","BP","A","High",2,0,3,8,0,0,NA,0,0,0
"508",1030,"trapnest_3",2023-06-05,156,"year_2023","BP","A","High",1,0,0,5,0,0,NA,0,0,0
"509",1031,"trapnest_3",2023-06-23,174,"year_2023","BP","A","High",3,0,0,6,0,0,NA,0,0,0
"510",1032,"trapnest_3",2023-06-29,180,"year_2023","BP","A","High",1,0,0,5,0,0,NA,0,0,0
"511",1033,"trapnest_40",2023-07-03,184,"year_2023","BP","N","Low",1,0,0,18,0,0,NA,0,0,0
"512",1034,"trapnest_40",2023-07-04,185,"year_2023","BP","N","Low",1,0,0,18,0,0,NA,0,0,0
"513",1035,"trapnest_40",2023-07-07,188,"year_2023","BP","N","Low",3,0,0,18,0,0,NA,0,0,0
"514",1036,"trapnest_40",2023-07-10,191,"year_2023","BP","N","Low",1,0,0,18,0,0,NA,0,0,0
"515",1037,"trapnest_40",2023-07-12,193,"year_2023","BP","N","Low",1,0,0,18,0,0,NA,0,0,0
"516",1038,"trapnest_40",2023-07-14,195,"year_2023","BP","N","Low",1,0,0,18,0,0,NA,0,0,0
"517",1039,"trapnest_40",2023-07-17,198,"year_2023","BP","N","Low",2,0,0,18,0,0,NA,0,0,0
"518",1040,"trapnest_40",2023-07-20,201,"year_2023","BP","N","Low",2,0,0,18,0,0,NA,0,0,0
"519",1041,"trapnest_40",2023-07-24,205,"year_2023","BP","N","Low",2,0,0,18,0,0,NA,0,0,0
"520",1042,"trapnest_40",2023-07-26,207,"year_2023","BP","N","Low",1,0,0,18,0,0,NA,0,0,0
"521",1043,"trapnest_40",2023-07-28,209,"year_2023","BP","N","Low",0,0,0,18,0,0,NA,0,0,0
"522",1044,"trapnest_40",2023-07-29,210,"year_2023","BP","N","Low",0,0,0,18,0,0,NA,0,0,0
"523",1045,"trapnest_40",2023-08-01,213,"year_2023","BP","N","Low",2,0,0,18,0,0,NA,0,0,0
"524",1046,"trapnest_40",2023-08-04,216,"year_2023","BP","N","Low",2,0,0,18,0,0,NA,0,0,0
"525",1047,"trapnest_40",2023-08-09,221,"year_2023","BP","N","Low",4,0,0,18,0,0,NA,0,0,0
"526",1048,"trapnest_41",2023-07-03,184,"year_2023","BP","N","Mid",1,0,0,12,6,0,NA,0,0,6
"527",1049,"trapnest_41",2023-07-04,185,"year_2023","BP","N","Mid",1,0,0,10,6,0,NA,0,0,6
"528",1050,"trapnest_41",2023-07-07,188,"year_2023","BP","N","Mid",3,0,0,11,6,0,NA,0,0,6
"529",1051,"trapnest_41",2023-07-10,191,"year_2023","BP","N","Mid",1,0,0,11,6,0,NA,0,0,6
"530",1052,"trapnest_41",2023-07-12,193,"year_2023","BP","N","Mid",1,0,0,12,6,0,NA,0,0,6
"531",1053,"trapnest_41",2023-07-14,195,"year_2023","BP","N","Mid",1,0,0,12,6,0,NA,0,0,6
"532",1054,"trapnest_41",2023-07-17,198,"year_2023","BP","N","Mid",2,0,0,12,6,0,NA,0,0,6
"533",1055,"trapnest_41",2023-07-20,201,"year_2023","BP","N","Mid",2,0,0,12,6,0,NA,0,0,6
"534",1056,"trapnest_41",2023-07-24,205,"year_2023","BP","N","Mid",2,0,0,12,6,0,NA,0,0,6
"535",1057,"trapnest_41",2023-07-26,207,"year_2023","BP","N","Mid",1,0,0,12,6,0,NA,0,0,6
"536",1058,"trapnest_41",2023-07-28,209,"year_2023","BP","N","Mid",0,0,0,12,6,0,NA,0,0,6
"537",1059,"trapnest_41",2023-07-29,210,"year_2023","BP","N","Mid",0,0,0,12,6,0,NA,0,0,6
"538",1060,"trapnest_41",2023-08-01,213,"year_2023","BP","N","Mid",2,0,0,12,6,0,NA,0,0,6
"539",1061,"trapnest_41",2023-08-04,216,"year_2023","BP","N","Mid",2,0,0,12,6,0,NA,0,0,6
"540",1062,"trapnest_41",2023-08-09,221,"year_2023","BP","N","Mid",4,0,0,12,6,0,NA,0,0,6
"541",1063,"trapnest_42",2023-07-03,184,"year_2023","BP","N","High",1,0,0,7,11,0,NA,0,0,11
"542",1064,"trapnest_42",2023-07-04,185,"year_2023","BP","N","High",1,0,0,5,11,0,NA,0,0,11
"543",1065,"trapnest_42",2023-07-07,188,"year_2023","BP","N","High",3,0,0,7,11,0,NA,0,0,11
"544",1066,"trapnest_42",2023-07-10,191,"year_2023","BP","N","High",1,0,0,7,11,0,NA,0,0,11
"545",1067,"trapnest_42",2023-07-12,193,"year_2023","BP","N","High",1,0,0,7,11,0,NA,0,0,11
"546",1068,"trapnest_42",2023-07-14,195,"year_2023","BP","N","High",1,0,0,7,11,0,NA,0,0,11
"547",1069,"trapnest_42",2023-07-17,198,"year_2023","BP","N","High",2,0,0,7,11,0,NA,0,0,11
"548",1070,"trapnest_42",2023-07-20,201,"year_2023","BP","N","High",2,1,1,7,11,0,1,0,0,11
"549",1071,"trapnest_42",2023-07-24,205,"year_2023","BP","N","High",2,2,2,7,11.5,1.5,3,0,0,10
"550",1072,"trapnest_42",2023-07-26,207,"year_2023","BP","N","High",1,0,0,7,11,3,3,0,1,9
"551",1073,"trapnest_42",2023-07-28,209,"year_2023","BP","N","High",0,0,0,7,11,3,3,0,1,9
"552",1074,"trapnest_42",2023-07-29,210,"year_2023","BP","N","High",0,0,0,7,11,3,3,0,1,9
"553",1075,"trapnest_42",2023-08-01,213,"year_2023","BP","N","High",2,0,0,7,11,3,3,0,1,9
"554",1076,"trapnest_42",2023-08-04,216,"year_2023","BP","N","High",2,0,0,7,11,3,3,0,1,9
"555",1077,"trapnest_42",2023-08-09,221,"year_2023","BP","N","High",4,0,0,7,11,3,3,0,1,9
"556",1078,"trapnest_43",2023-07-03,184,"year_2023","BP","O","Low",1,0,0,18,0,0,NA,0,0,0
"557",1079,"trapnest_43",2023-07-04,185,"year_2023","BP","O","Low",1,2,2,18,0.5,0.5,2,0,0,0
"558",1080,"trapnest_43",2023-07-07,188,"year_2023","BP","O","Low",3,0,0,15,2,2,2,0,0,0
"559",1081,"trapnest_43",2023-07-10,191,"year_2023","BP","O","Low",1,0,0,15,2,2,2,0,0,0
"560",1082,"trapnest_43",2023-07-12,193,"year_2023","BP","O","Low",1,1,1,18,0,0,1,0,0,0
"561",1083,"trapnest_43",2023-07-14,195,"year_2023","BP","O","Low",1,0,0,17,1,1,1,0,0,0
"562",1084,"trapnest_43",2023-07-17,198,"year_2023","BP","O","Low",2,0,0,17,1,1,1,0,0,0
"563",1085,"trapnest_43",2023-07-20,201,"year_2023","BP","O","Low",2,0,0,17,1,1,1,0,0,0
"564",1086,"trapnest_43",2023-07-24,205,"year_2023","BP","O","Low",2,0,0,17,1,1,1,0,0,0
"565",1087,"trapnest_43",2023-07-26,207,"year_2023","BP","O","Low",1,0,0,17,1,1,1,0,0,0
"566",1088,"trapnest_43",2023-07-28,209,"year_2023","BP","O","Low",0,0,0,17,1,1,1,0,0,0
"567",1089,"trapnest_43",2023-07-29,210,"year_2023","BP","O","Low",0,0,0,17,1,1,1,0,0,0
"568",1090,"trapnest_43",2023-08-01,213,"year_2023","BP","O","Low",2,0,0,17,1,1,1,0,0,0
"569",1091,"trapnest_43",2023-08-04,216,"year_2023","BP","O","Low",2,1,1,18,0,0,1,0,0,0
"570",1092,"trapnest_43",2023-08-09,221,"year_2023","BP","O","Low",4,1,1,17,1,1,1,0,1,1
"571",1093,"trapnest_44",2023-07-03,184,"year_2023","BP","O","Mid",1,0,0,12,6,0,NA,0,0,6
"572",1094,"trapnest_44",2023-07-04,185,"year_2023","BP","O","Mid",1,0,0,12,6,0,NA,0,0,6
"573",1095,"trapnest_44",2023-07-07,188,"year_2023","BP","O","Mid",3,0,0,12,6,0,NA,0,0,6
"574",1096,"trapnest_44",2023-07-10,191,"year_2023","BP","O","Mid",1,0,0,12,6,0,NA,0,0,6
"575",1097,"trapnest_44",2023-07-12,193,"year_2023","BP","O","Mid",1,0,0,12,6,0,NA,0,0,6
"576",1098,"trapnest_44",2023-07-14,195,"year_2023","BP","O","Mid",1,0,0,12,6,0,NA,0,0,6
"577",1099,"trapnest_44",2023-07-17,198,"year_2023","BP","O","Mid",2,0,0,12,6,0,NA,0,0,6
"578",1100,"trapnest_44",2023-07-20,201,"year_2023","BP","O","Mid",2,1,1,12,6,0,1,0,0,6
"579",1101,"trapnest_44",2023-07-24,205,"year_2023","BP","O","Mid",2,4,4,12,7.5,2.5,4,0,1,6
"580",1102,"trapnest_44",2023-07-26,207,"year_2023","BP","O","Mid",1,0,0,12,6,4,3,0,1,3
"581",1103,"trapnest_44",2023-07-28,209,"year_2023","BP","O","Mid",0,0,0,12,6,4,3,0,1,3
"582",1104,"trapnest_44",2023-07-29,210,"year_2023","BP","O","Mid",0,0,0,12,5,3,3,0,0,2
"583",1105,"trapnest_44",2023-08-01,213,"year_2023","BP","O","Mid",2,1,1,12,5,3,4,0,0,2
"584",1106,"trapnest_44",2023-08-04,216,"year_2023","BP","O","Mid",2,1,1,12,6,3,3,0,1,4
"585",1107,"trapnest_44",2023-08-09,221,"year_2023","BP","O","Mid",4,1,1,12,6,3,2,0,2,5
"586",1108,"trapnest_45",2023-07-03,184,"year_2023","BP","O","High",1,0,0,7,11,0,NA,0,0,11
"587",1109,"trapnest_45",2023-07-04,185,"year_2023","BP","O","High",1,0,0,3,11,0,NA,0,0,11
"588",1110,"trapnest_45",2023-07-07,188,"year_2023","BP","O","High",3,0,0,4,11,0,NA,0,0,11
"589",1111,"trapnest_45",2023-07-10,191,"year_2023","BP","O","High",1,0,0,4,11,0,NA,0,0,11
"590",1112,"trapnest_45",2023-07-12,193,"year_2023","BP","O","High",1,0,0,7,11,0,NA,0,0,11
"591",1113,"trapnest_45",2023-07-14,195,"year_2023","BP","O","High",1,0,0,7,11,0,NA,0,0,11
"592",1114,"trapnest_45",2023-07-17,198,"year_2023","BP","O","High",2,0,0,7,11,0,NA,0,0,11
"593",1115,"trapnest_45",2023-07-20,201,"year_2023","BP","O","High",2,0,0,7,11,0,NA,0,0,11
"594",1116,"trapnest_45",2023-07-24,205,"year_2023","BP","O","High",2,0,0,7,11,0,NA,0,0,11
"595",1117,"trapnest_45",2023-07-26,207,"year_2023","BP","O","High",1,0,0,7,11,0,NA,0,0,11
"596",1118,"trapnest_45",2023-07-28,209,"year_2023","BP","O","High",0,0,0,7,11,0,NA,0,0,11
"597",1119,"trapnest_45",2023-07-29,210,"year_2023","BP","O","High",0,0,0,7,11,0,NA,0,0,11
"598",1120,"trapnest_45",2023-08-01,213,"year_2023","BP","O","High",2,0,0,7,11,0,NA,0,0,11
"599",1121,"trapnest_45",2023-08-04,216,"year_2023","BP","O","High",2,1,1,7,11,0,1,0,0,11
"600",1122,"trapnest_45",2023-08-09,221,"year_2023","BP","O","High",4,0,0,7,11,1,1,0,1,11
"601",1123,"trapnest_46",2023-07-03,184,"year_2023","BP","P","Low",1,0,0,18,0,0,NA,0,0,0
"602",1124,"trapnest_46",2023-07-04,185,"year_2023","BP","P","Low",1,0,0,18,0,0,NA,0,0,0
"603",1125,"trapnest_46",2023-07-07,188,"year_2023","BP","P","Low",3,0,0,17,0,0,NA,0,0,0
"604",1126,"trapnest_46",2023-07-10,191,"year_2023","BP","P","Low",1,0,0,16,0,0,NA,0,0,0
"605",1127,"trapnest_46",2023-07-12,193,"year_2023","BP","P","Low",1,0,0,17,0,0,NA,0,0,0
"606",1128,"trapnest_46",2023-07-14,195,"year_2023","BP","P","Low",1,0,0,18,0,0,NA,0,0,0
"607",1129,"trapnest_46",2023-07-17,198,"year_2023","BP","P","Low",2,0,0,18,0,0,NA,0,0,0
"608",1130,"trapnest_46",2023-07-20,201,"year_2023","BP","P","Low",2,0,0,18,0,0,NA,0,0,0
"609",1131,"trapnest_46",2023-07-24,205,"year_2023","BP","P","Low",2,0,0,18,0,0,NA,0,0,0
"610",1132,"trapnest_46",2023-07-26,207,"year_2023","BP","P","Low",1,0,0,18,0,0,NA,0,0,0
"611",1133,"trapnest_46",2023-07-28,209,"year_2023","BP","P","Low",0,0,0,18,0,0,NA,0,0,0
"612",1134,"trapnest_46",2023-07-29,210,"year_2023","BP","P","Low",0,0,0,18,0,0,NA,0,0,0
"613",1135,"trapnest_46",2023-08-01,213,"year_2023","BP","P","Low",2,0,0,18,0,0,NA,0,0,0
"614",1136,"trapnest_46",2023-08-04,216,"year_2023","BP","P","Low",2,0,0,18,0,0,NA,0,0,0
"615",1137,"trapnest_46",2023-08-09,221,"year_2023","BP","P","Low",4,0,0,18,0,0,NA,0,0,0
"616",1138,"trapnest_47",2023-07-03,184,"year_2023","BP","P","Mid",1,0,0,12,6,0,NA,0,0,6
"617",1139,"trapnest_47",2023-07-04,185,"year_2023","BP","P","Mid",1,0,0,12,6,0,NA,0,0,6
"618",1140,"trapnest_47",2023-07-07,188,"year_2023","BP","P","Mid",3,0,0,12,6,0,NA,0,0,6
"619",1141,"trapnest_47",2023-07-10,191,"year_2023","BP","P","Mid",1,0,0,12,6,0,NA,0,0,6
"620",1142,"trapnest_47",2023-07-12,193,"year_2023","BP","P","Mid",1,0,0,12,6,0,NA,0,0,6
"621",1143,"trapnest_47",2023-07-14,195,"year_2023","BP","P","Mid",1,0,0,12,6,0,NA,0,0,6
"622",1144,"trapnest_47",2023-07-17,198,"year_2023","BP","P","Mid",2,0,0,12,6,0,NA,0,0,6
"623",1145,"trapnest_47",2023-07-20,201,"year_2023","BP","P","Mid",2,0,0,12,6,0,NA,0,0,6
"624",1146,"trapnest_47",2023-07-24,205,"year_2023","BP","P","Mid",2,0,0,12,6,0,NA,0,0,6
"625",1147,"trapnest_47",2023-07-26,207,"year_2023","BP","P","Mid",1,0,0,12,6,0,NA,0,0,6
"626",1148,"trapnest_47",2023-07-28,209,"year_2023","BP","P","Mid",0,0,0,12,6,0,NA,0,0,6
"627",1149,"trapnest_47",2023-07-29,210,"year_2023","BP","P","Mid",0,0,0,12,6,0,NA,0,0,6
"628",1150,"trapnest_47",2023-08-01,213,"year_2023","BP","P","Mid",2,0,0,12,6,0,NA,0,0,6
"629",1151,"trapnest_47",2023-08-04,216,"year_2023","BP","P","Mid",2,0,0,12,6,0,NA,0,0,6
"630",1152,"trapnest_47",2023-08-09,221,"year_2023","BP","P","Mid",4,0,0,12,6,0,NA,0,0,6
"631",1153,"trapnest_48",2023-07-03,184,"year_2023","BP","P","High",1,0,0,7,11,0,NA,0,0,11
"632",1154,"trapnest_48",2023-07-04,185,"year_2023","BP","P","High",1,0,0,6,11,0,NA,0,0,11
"633",1155,"trapnest_48",2023-07-07,188,"year_2023","BP","P","High",3,0,0,6,10,0,NA,0,0,10
"634",1156,"trapnest_48",2023-07-10,191,"year_2023","BP","P","High",1,0,0,6,11,0,NA,0,0,11
"635",1157,"trapnest_48",2023-07-12,193,"year_2023","BP","P","High",1,0,0,7,11,0,NA,0,0,11
"636",1158,"trapnest_48",2023-07-14,195,"year_2023","BP","P","High",1,0,0,7,11,0,NA,0,0,11
"637",1159,"trapnest_48",2023-07-17,198,"year_2023","BP","P","High",2,0,0,7,11,0,NA,0,0,11
"638",1160,"trapnest_48",2023-07-20,201,"year_2023","BP","P","High",2,0,0,7,11,0,NA,0,0,11
"639",1161,"trapnest_48",2023-07-24,205,"year_2023","BP","P","High",2,0,0,7,11,0,NA,0,0,11
"640",1162,"trapnest_48",2023-07-26,207,"year_2023","BP","P","High",1,0,0,7,11,0,NA,0,0,11
"641",1163,"trapnest_48",2023-07-28,209,"year_2023","BP","P","High",0,0,0,7,11,0,NA,0,0,11
"642",1164,"trapnest_48",2023-07-29,210,"year_2023","BP","P","High",0,0,0,7,11,0,NA,0,0,11
"643",1165,"trapnest_48",2023-08-01,213,"year_2023","BP","P","High",2,0,0,7,11,0,NA,0,0,11
"644",1166,"trapnest_48",2023-08-04,216,"year_2023","BP","P","High",2,0,0,7,11,0,NA,0,0,11
"645",1167,"trapnest_48",2023-08-09,221,"year_2023","BP","P","High",4,0,0,7,11,0,NA,0,0,11
"646",1168,"trapnest_49",2023-07-03,184,"year_2023","BP","Q","Low",1,0,0,17,0,0,NA,0,0,0
"647",1169,"trapnest_49",2023-07-04,185,"year_2023","BP","Q","Low",1,0,0,17,0,0,NA,0,0,0
"648",1170,"trapnest_49",2023-07-07,188,"year_2023","BP","Q","Low",3,0,0,16,0,0,NA,0,0,0
"649",1171,"trapnest_49",2023-07-10,191,"year_2023","BP","Q","Low",1,0,0,17,0,0,NA,0,0,0
"650",1172,"trapnest_49",2023-07-12,193,"year_2023","BP","Q","Low",1,0,0,17,0,0,NA,0,0,0
"651",1173,"trapnest_49",2023-07-14,195,"year_2023","BP","Q","Low",1,0,0,17,0,0,NA,0,0,0
"652",1174,"trapnest_49",2023-07-17,198,"year_2023","BP","Q","Low",2,0,0,17,0,0,NA,0,0,0
"653",1175,"trapnest_49",2023-07-20,201,"year_2023","BP","Q","Low",2,0,0,16,0,0,NA,0,0,0
"654",1176,"trapnest_49",2023-07-24,205,"year_2023","BP","Q","Low",2,0,0,17,0,0,NA,0,0,0
"655",1177,"trapnest_49",2023-07-26,207,"year_2023","BP","Q","Low",1,1,1,17,0,0,1,0,0,0
"656",1178,"trapnest_49",2023-07-28,209,"year_2023","BP","Q","Low",0,0,0,16,1,1,1,0,0,0
"657",1179,"trapnest_49",2023-07-29,210,"year_2023","BP","Q","Low",0,0,0,16,1,1,1,0,0,0
"658",1180,"trapnest_49",2023-08-01,213,"year_2023","BP","Q","Low",2,0,0,16,1,1,1,0,0,0
"659",1181,"trapnest_49",2023-08-04,216,"year_2023","BP","Q","Low",2,0,0,15,1,1,1,0,0,0
"660",1182,"trapnest_49",2023-08-09,221,"year_2023","BP","Q","Low",4,0,0,16,0,0,NA,0,0,0
"661",1183,"trapnest_4",2023-05-11,131,"year_2023","BP","B","Low",3,0,0,18,0,0,NA,0,0,0
"662",1184,"trapnest_4",2023-05-12,132,"year_2023","BP","B","Low",1,0,0,18,0,0,NA,0,0,0
"663",1185,"trapnest_4",2023-05-15,135,"year_2023","BP","B","Low",3,0,0,18,0,0,NA,0,0,0
"664",1186,"trapnest_4",2023-05-16,136,"year_2023","BP","B","Low",1,0,0,18,0,0,NA,0,0,0
"665",1187,"trapnest_4",2023-05-17,137,"year_2023","BP","B","Low",1,0,0,18,0,0,NA,0,0,0
"666",1188,"trapnest_4",2023-05-19,139,"year_2023","BP","B","Low",2,0,0,18,0,0,NA,0,0,0
"667",1189,"trapnest_4",2023-05-21,141,"year_2023","BP","B","Low",1,0,0,18,0,0,NA,0,0,0
"668",1190,"trapnest_4",2023-05-22,142,"year_2023","BP","B","Low",1,0,0,18,0,0,NA,0,0,0
"669",1191,"trapnest_4",2023-05-23,143,"year_2023","BP","B","Low",1,0,0,18,0,0,NA,0,0,0
"670",1192,"trapnest_4",2023-05-26,146,"year_2023","BP","B","Low",2,0,0,18,0,0,NA,0,0,0
"671",1193,"trapnest_4",2023-05-28,148,"year_2023","BP","B","Low",2,0,0,18,0,0,NA,0,0,0
"672",1194,"trapnest_4",2023-05-29,149,"year_2023","BP","B","Low",1,0,0,18,0,0,NA,0,0,0
"673",1195,"trapnest_4",2023-05-31,151,"year_2023","BP","B","Low",2,0,0,18,0,0,NA,0,0,0
"674",1196,"trapnest_4",2023-06-02,153,"year_2023","BP","B","Low",2,0,0,18,0,0,NA,0,0,0
"675",1197,"trapnest_4",2023-06-05,156,"year_2023","BP","B","Low",1,0,0,18,0,0,NA,0,0,0
"676",1198,"trapnest_4",2023-06-08,159,"year_2023","BP","B","Low",2,0,0,18,0,0,NA,0,0,0
"677",1199,"trapnest_4",2023-06-10,161,"year_2023","BP","B","Low",0,0,0,18,0,0,NA,0,0,0
"678",1200,"trapnest_4",2023-06-12,163,"year_2023","BP","B","Low",1,0,0,18,0,0,NA,0,0,0
"679",1201,"trapnest_4",2023-06-14,165,"year_2023","BP","B","Low",0,0,0,17,0,0,NA,0,0,0
"680",1202,"trapnest_4",2023-06-16,167,"year_2023","BP","B","Low",1,0,0,17,0,0,NA,0,0,0
"681",1203,"trapnest_4",2023-06-20,171,"year_2023","BP","B","Low",3,0,0,16,0,0,NA,0,0,0
"682",1204,"trapnest_4",2023-06-23,174,"year_2023","BP","B","Low",3,0,0,14,0,0,NA,0,0,0
"683",1205,"trapnest_4",2023-06-29,180,"year_2023","BP","B","Low",1,0,0,15,0,0,NA,0,0,0
"684",1206,"trapnest_50",2023-07-03,184,"year_2023","BP","Q","Mid",1,0,0,12,6,0,NA,0,0,6
"685",1207,"trapnest_50",2023-07-04,185,"year_2023","BP","Q","Mid",1,1,2,10,6,0,1,0,0,6
"686",1208,"trapnest_50",2023-07-07,188,"year_2023","BP","Q","Mid",3,0,0,7,6,1,1,0,0,5
"687",1209,"trapnest_50",2023-07-10,191,"year_2023","BP","Q","Mid",1,0,0,5,6,1,1,0,0,5
"688",1210,"trapnest_50",2023-07-12,193,"year_2023","BP","Q","Mid",1,0,0,9,6,1,1,0,0,5
"689",1211,"trapnest_50",2023-07-14,195,"year_2023","BP","Q","Mid",1,0,0,8,7,1,1,0,0,6
"690",1212,"trapnest_50",2023-07-17,198,"year_2023","BP","Q","Mid",2,0,0,8,7,1,1,0,0,6
"691",1213,"trapnest_50",2023-07-20,201,"year_2023","BP","Q","Mid",2,0,0,7,7,1,1,0,0,6
"692",1214,"trapnest_50",2023-07-24,205,"year_2023","BP","Q","Mid",2,0,0,8,7,1,1,0,0,6
"693",1215,"trapnest_50",2023-07-26,207,"year_2023","BP","Q","Mid",1,0,0,8,7,1,1,0,0,6
"694",1216,"trapnest_50",2023-07-28,209,"year_2023","BP","Q","Mid",0,0,0,8,7,1,1,0,0,6
"695",1217,"trapnest_50",2023-07-29,210,"year_2023","BP","Q","Mid",0,0,0,8,7,1,1,0,0,6
"696",1218,"trapnest_50",2023-08-01,213,"year_2023","BP","Q","Mid",2,0,0,8,7,1,1,0,0,6
"697",1219,"trapnest_50",2023-08-04,216,"year_2023","BP","Q","Mid",2,0,0,10,7,1,1,0,0,6
"698",1220,"trapnest_50",2023-08-09,221,"year_2023","BP","Q","Mid",4,0,0,10,7,1,1,0,0,6
"699",1221,"trapnest_51",2023-07-03,184,"year_2023","BP","Q","High",1,0,0,7,11,0,NA,0,0,11
"700",1222,"trapnest_51",2023-07-04,185,"year_2023","BP","Q","High",1,0,1,7,11,0,NA,0,0,11
"701",1223,"trapnest_51",2023-07-07,188,"year_2023","BP","Q","High",3,0,0,6,11,0,NA,0,0,11
"702",1224,"trapnest_51",2023-07-10,191,"year_2023","BP","Q","High",1,0,0,6,11,0,NA,0,0,11
"703",1225,"trapnest_51",2023-07-12,193,"year_2023","BP","Q","High",1,0,0,6,11,0,NA,0,0,11
"704",1226,"trapnest_51",2023-07-14,195,"year_2023","BP","Q","High",1,0,0,6,11,0,NA,0,0,11
"705",1227,"trapnest_51",2023-07-17,198,"year_2023","BP","Q","High",2,0,0,5,11,0,NA,0,0,11
"706",1228,"trapnest_51",2023-07-20,201,"year_2023","BP","Q","High",2,0,0,5,11,0,NA,0,0,11
"707",1229,"trapnest_51",2023-07-24,205,"year_2023","BP","Q","High",2,0,0,5,11,0,NA,0,0,11
"708",1230,"trapnest_51",2023-07-26,207,"year_2023","BP","Q","High",1,0,0,6,11,0,NA,0,0,11
"709",1231,"trapnest_51",2023-07-28,209,"year_2023","BP","Q","High",0,0,0,6,11,0,NA,0,0,11
"710",1232,"trapnest_51",2023-07-29,210,"year_2023","BP","Q","High",0,0,0,6,11,0,NA,0,0,11
"711",1233,"trapnest_51",2023-08-01,213,"year_2023","BP","Q","High",2,0,0,6,11,0,NA,0,0,11
"712",1234,"trapnest_51",2023-08-04,216,"year_2023","BP","Q","High",2,0,0,6,11,0,NA,0,0,11
"713",1235,"trapnest_51",2023-08-09,221,"year_2023","BP","Q","High",4,0,0,6,11,0,NA,0,0,11
"714",1236,"trapnest_52",2023-07-03,184,"year_2023","BP","R","Low",1,0,0,18,0,0,NA,0,0,0
"715",1237,"trapnest_52",2023-07-14,195,"year_2023","BP","R","Low",1,0,0,17,0,0,NA,0,0,0
"716",1238,"trapnest_52",2023-07-24,205,"year_2023","BP","R","Low",2,0,0,17,0,0,NA,0,0,0
"717",1239,"trapnest_52",2023-07-26,207,"year_2023","BP","R","Low",1,0,0,17,0,0,NA,0,0,0
"718",1240,"trapnest_52",2023-07-28,209,"year_2023","BP","R","Low",0,0,0,17,0,0,NA,0,0,0
