Site,Subsite,Trapnest,Treatment,Cavity_size,Cavity_number,Straw_ID,Straw_length_mm,Filled_length_mm,Occupant,05-Jun,11-Jun,14-Jun,17-Jun,21-Jun,25-Jun,28-Jun,02-Jul,05-Jul,08-Jul,13-Jul,16-Jul,19-Jul,22-Jul,24-Jul,26-Jul,29-Jul,02-Aug,06-Aug,08-Aug,12-Aug,13-Aug,NOTES
CP,AH,94,Low,medium,17,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,94,Low,large,18,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,94,Low,large,18,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,94,Low,large,18,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,large,1,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,large,1,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,95,Mid,large,1,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,2,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,95,Mid,medium,2,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,2,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,small,3,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,95,Mid,small,3,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,small,3,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,4,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,95,Mid,medium,4,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,4,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,5,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,95,Mid,medium,5,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,5,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,6,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,95,Mid,medium,6,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,6,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,large,7,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,95,Mid,large,7,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,large,7,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,8,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,95,Mid,medium,8,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,large,9,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,95,Mid,large,9,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,large,9,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,10,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,95,Mid,medium,10,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,10,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,small,11,a,,,resin bee,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,inner wall,no change,abandoned,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,small,11,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,empty,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,small,11,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,95,Mid,large,12,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,95,Mid,large,12,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,large,12,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,13,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,95,Mid,medium,13,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,13,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,large,14,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,95,Mid,large,14,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,large,14,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,15,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,95,Mid,medium,15,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,15,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,16,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,95,Mid,medium,16,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,16,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,17,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,95,Mid,medium,17,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,medium,17,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,large,18,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,95,Mid,large,18,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,95,Mid,large,18,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,large,1,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,96,High,large,1,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,large,1,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,2,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,96,High,medium,2,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,2,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,3,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,96,High,medium,3,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,3,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,small,4,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,96,High,small,4,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,small,4,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,large,5,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,96,High,large,5,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,large,5,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,6,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,96,High,medium,6,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,6,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,7,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,96,High,medium,7,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,7,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,8,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,96,High,medium,8,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,large,9,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,96,High,large,9,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,large,9,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,10,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,96,High,medium,10,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,10,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,11,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,96,High,medium,11,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,11,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,12,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,96,High,medium,12,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,12,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,large,13,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,96,High,large,13,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,large,13,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,14,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,96,High,medium,14,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,14,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,large,15,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,96,High,large,15,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,large,15,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,16,a,,,,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,pseudo,non_existent,
CP,AH,96,High,medium,16,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,medium,16,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,small,17,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,96,High,small,17,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,small,17,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,large,18,a,,,,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,non_existent,
CP,AH,96,High,large,18,b,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AH,96,High,large,18,c,,,,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,
CP,AI,97,Low,medium,1,a,,,megachile,empty,empty,empty,empty,empty,inner wall,1 cell,no change,no change,no change,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,abandoned
