"","Site","Subsite","Treatment","Trapnest","Cavity_number","Straw_ID","Date","Nest_ID","Cavity_ID","Status","Occupant","Good_days","Bee_choice","Available_prior","New_nests_os","New_nests_meg","New_nest_sum","Osmia_ps_prior","Osmia_no_ps_prior","Meg_ps_prior","Meg_no_ps_prior"
"8905","NN","I","High","trapnest_27",3,"a",2023-06-10,"27_3a","27_3","pseudo","osmia",0,NA,6,0,0,0,11,0,0,0
"8906","NN","I","High","trapnest_27",3,"a",2023-06-11,"27_3a","27_3","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"8907","NN","I","High","trapnest_27",3,"a",2023-06-12,"27_3a","27_3","pseudo","osmia",0,NA,6,0,0,0,11,0,0,0
"8908","NN","I","High","trapnest_27",3,"a",2023-06-15,"27_3a","27_3","pseudo","osmia",0,NA,6,0,0,0,11,0,0,0
"8909","NN","I","High","trapnest_27",3,"a",2023-06-19,"27_3a","27_3","pseudo","osmia",0,NA,7,0,0,0,11,0,0,0
"8910","NN","I","High","trapnest_27",3,"a",2023-06-22,"27_3a","27_3","pseudo","osmia",3,NA,7,0,0,0,11,0,0,0
"8911","NN","I","High","trapnest_27",3,"a",2023-06-23,"27_3a","27_3","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"8912","NN","I","High","trapnest_27",3,"a",2023-06-30,"27_3a","27_3","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"8913","NN","I","High","trapnest_27",3,"a",2023-07-03,"27_3a","27_3","pseudo","osmia",2,NA,6,0,0,0,11,0,0,0
"8914","NN","I","High","trapnest_27",3,"a",2023-07-04,"27_3a","27_3","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"8915","NN","I","High","trapnest_27",3,"a",2023-07-06,"27_3a","27_3","pseudo","osmia",2,NA,5,0,0,0,11,0,0,0
"8916","NN","I","High","trapnest_27",4,"a",2023-05-07,"27_4a","27_4","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"8917","NN","I","High","trapnest_27",4,"a",2023-05-11,"27_4a","27_4","pseudo","osmia",4,NA,7,0,0,0,11,0,0,0
"8918","NN","I","High","trapnest_27",4,"a",2023-05-12,"27_4a","27_4","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"8919","NN","I","High","trapnest_27",4,"a",2023-05-15,"27_4a","27_4","pseudo","osmia",3,NA,7,0,0,0,11,0,0,0
"8920","NN","I","High","trapnest_27",4,"a",2023-05-16,"27_4a","27_4","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"8921","NN","I","High","trapnest_27",4,"a",2023-05-18,"27_4a","27_4","pseudo","osmia",2,NA,7,0,0,0,11,0,0,0
"8922","NN","I","High","trapnest_27",4,"a",2023-05-19,"27_4a","27_4","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"8923","NN","I","High","trapnest_27",4,"a",2023-05-21,"27_4a","27_4","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"8924","NN","I","High","trapnest_27",4,"a",2023-05-22,"27_4a","27_4","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"8925","NN","I","High","trapnest_27",4,"a",2023-05-25,"27_4a","27_4","pseudo","osmia",3,NA,7,0,0,0,11,0,0,0
"8926","NN","I","High","trapnest_27",4,"a",2023-05-26,"27_4a","27_4","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"8927","NN","I","High","trapnest_27",4,"a",2023-05-28,"27_4a","27_4","pseudo","osmia",2,NA,7,0,0,0,11,0,0,0
"8928","NN","I","High","trapnest_27",4,"a",2023-05-29,"27_4a","27_4","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"8929","NN","I","High","trapnest_27",4,"a",2023-05-31,"27_4a","27_4","pseudo","osmia",2,NA,7,0,0,0,11,0,0,0
"8930","NN","I","High","trapnest_27",4,"a",2023-06-01,"27_4a","27_4","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"8931","NN","I","High","trapnest_27",4,"a",2023-06-04,"27_4a","27_4","pseudo","osmia",3,NA,6,0,0,0,11,0,0,0
"8932","NN","I","High","trapnest_27",4,"a",2023-06-05,"27_4a","27_4","pseudo","osmia",1,NA,7,0,0,0,10,0,0,0
"8933","NN","I","High","trapnest_27",4,"a",2023-06-08,"27_4a","27_4","pseudo","osmia",2,NA,6,0,0,0,11,0,0,0
"8934","NN","I","High","trapnest_27",4,"a",2023-06-10,"27_4a","27_4","pseudo","osmia",0,NA,6,0,0,0,11,0,0,0
"8935","NN","I","High","trapnest_27",4,"a",2023-06-11,"27_4a","27_4","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"8936","NN","I","High","trapnest_27",4,"a",2023-06-12,"27_4a","27_4","pseudo","osmia",0,NA,6,0,0,0,11,0,0,0
"8937","NN","I","High","trapnest_27",4,"a",2023-06-15,"27_4a","27_4","pseudo","osmia",0,NA,6,0,0,0,11,0,0,0
"8938","NN","I","High","trapnest_27",4,"a",2023-06-19,"27_4a","27_4","pseudo","osmia",0,NA,7,0,0,0,11,0,0,0
"8939","NN","I","High","trapnest_27",4,"a",2023-06-22,"27_4a","27_4","pseudo","osmia",3,NA,7,0,0,0,11,0,0,0
"8940","NN","I","High","trapnest_27",4,"a",2023-06-23,"27_4a","27_4","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"8941","NN","I","High","trapnest_27",4,"a",2023-06-30,"27_4a","27_4","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"8942","NN","I","High","trapnest_27",4,"a",2023-07-03,"27_4a","27_4","pseudo","osmia",2,NA,6,0,0,0,11,0,0,0
"8943","NN","I","High","trapnest_27",4,"a",2023-07-04,"27_4a","27_4","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"8944","NN","I","High","trapnest_27",4,"a",2023-07-06,"27_4a","27_4","pseudo","osmia",2,NA,5,0,0,0,11,0,0,0
"8945","NN","I","High","trapnest_27",5,"a",2023-05-07,"27_5a","27_5","empty","none",1,0,7,0,0,0,11,0,0,0
"8946","NN","I","High","trapnest_27",5,"a",2023-05-11,"27_5a","27_5","empty","none",4,0,7,0,0,0,11,0,0,0
"8947","NN","I","High","trapnest_27",5,"a",2023-05-12,"27_5a","27_5","empty","none",1,0,7,0,0,0,11,0,0,0
"8948","NN","I","High","trapnest_27",5,"a",2023-05-15,"27_5a","27_5","empty","none",3,0,7,0,0,0,11,0,0,0
"8949","NN","I","High","trapnest_27",5,"a",2023-05-16,"27_5a","27_5","empty","none",1,0,7,0,0,0,11,0,0,0
"8950","NN","I","High","trapnest_27",5,"a",2023-05-18,"27_5a","27_5","empty","none",2,0,7,0,0,0,11,0,0,0
"8951","NN","I","High","trapnest_27",5,"a",2023-05-19,"27_5a","27_5","empty","none",1,0,7,0,0,0,11,0,0,0
"8952","NN","I","High","trapnest_27",5,"a",2023-05-21,"27_5a","27_5","empty","none",1,0,7,0,0,0,11,0,0,0
"8953","NN","I","High","trapnest_27",5,"a",2023-05-22,"27_5a","27_5","empty","none",1,0,7,0,0,0,11,0,0,0
"8954","NN","I","High","trapnest_27",5,"a",2023-05-25,"27_5a","27_5","empty","none",3,0,7,0,0,0,11,0,0,0
"8955","NN","I","High","trapnest_27",5,"a",2023-05-26,"27_5a","27_5","empty","none",1,0,7,0,0,0,11,0,0,0
"8956","NN","I","High","trapnest_27",5,"a",2023-05-28,"27_5a","27_5","empty","none",2,0,7,0,0,0,11,0,0,0
"8957","NN","I","High","trapnest_27",5,"a",2023-05-29,"27_5a","27_5","empty","none",1,0,7,0,0,0,11,0,0,0
"8958","NN","I","High","trapnest_27",5,"a",2023-05-31,"27_5a","27_5","empty","none",2,0,7,0,0,0,11,0,0,0
"8959","NN","I","High","trapnest_27",5,"a",2023-06-01,"27_5a","27_5","empty","none",1,0,6,0,0,0,11,0,0,0
"8960","NN","I","High","trapnest_27",5,"a",2023-06-04,"27_5a","27_5","empty","none",3,0,6,0,0,0,11,0,0,0
"8961","NN","I","High","trapnest_27",5,"a",2023-06-05,"27_5a","27_5","empty","none",1,0,7,0,0,0,10,0,0,0
"8962","NN","I","High","trapnest_27",5,"a",2023-06-08,"27_5a","27_5","empty","none",2,0,6,0,0,0,11,0,0,0
"8963","NN","I","High","trapnest_27",5,"a",2023-06-10,"27_5a","27_5","empty","none",0,0,6,0,0,0,11,0,0,0
"8964","NN","I","High","trapnest_27",5,"a",2023-06-11,"27_5a","27_5","empty","none",1,0,6,0,0,0,11,0,0,0
"8965","NN","I","High","trapnest_27",5,"a",2023-06-12,"27_5a","27_5","empty","none",0,0,6,0,0,0,11,0,0,0
"8966","NN","I","High","trapnest_27",5,"a",2023-06-15,"27_5a","27_5","empty","none",0,0,6,0,0,0,11,0,0,0
"8967","NN","I","High","trapnest_27",5,"a",2023-06-19,"27_5a","27_5","empty","none",0,0,7,0,0,0,11,0,0,0
"8968","NN","I","High","trapnest_27",5,"a",2023-06-22,"27_5a","27_5","empty","none",3,0,7,0,0,0,11,0,0,0
"8969","NN","I","High","trapnest_27",5,"a",2023-06-23,"27_5a","27_5","empty","none",1,0,7,0,0,0,11,0,0,0
"8970","NN","I","High","trapnest_27",5,"a",2023-06-30,"27_5a","27_5","empty","none",1,0,6,0,0,0,11,0,0,0
"8971","NN","I","High","trapnest_27",5,"a",2023-07-03,"27_5a","27_5","empty","none",2,0,6,0,0,0,11,0,0,0
"8972","NN","I","High","trapnest_27",5,"a",2023-07-04,"27_5a","27_5","empty","none",1,0,6,0,0,0,11,0,0,0
"8973","NN","I","High","trapnest_27",5,"a",2023-07-06,"27_5a","27_5","empty","none",2,0,5,0,0,0,11,0,0,0
"8974","NN","I","High","trapnest_27",6,"a",2023-05-07,"27_6a","27_6","empty","none",1,0,7,0,0,0,11,0,0,0
"8975","NN","I","High","trapnest_27",6,"a",2023-05-11,"27_6a","27_6","empty","none",4,0,7,0,0,0,11,0,0,0
"8976","NN","I","High","trapnest_27",6,"a",2023-05-12,"27_6a","27_6","empty","none",1,0,7,0,0,0,11,0,0,0
"8977","NN","I","High","trapnest_27",6,"a",2023-05-15,"27_6a","27_6","empty","none",3,0,7,0,0,0,11,0,0,0
"8978","NN","I","High","trapnest_27",6,"a",2023-05-16,"27_6a","27_6","empty","none",1,0,7,0,0,0,11,0,0,0
"8979","NN","I","High","trapnest_27",6,"a",2023-05-18,"27_6a","27_6","empty","none",2,0,7,0,0,0,11,0,0,0
"8980","NN","I","High","trapnest_27",6,"a",2023-05-19,"27_6a","27_6","empty","none",1,0,7,0,0,0,11,0,0,0
"8981","NN","I","High","trapnest_27",6,"a",2023-05-21,"27_6a","27_6","empty","none",1,0,7,0,0,0,11,0,0,0
"8982","NN","I","High","trapnest_27",6,"a",2023-05-22,"27_6a","27_6","empty","none",1,0,7,0,0,0,11,0,0,0
"8983","NN","I","High","trapnest_27",6,"a",2023-05-25,"27_6a","27_6","empty","none",3,0,7,0,0,0,11,0,0,0
"8984","NN","I","High","trapnest_27",6,"a",2023-05-26,"27_6a","27_6","empty","none",1,0,7,0,0,0,11,0,0,0
"8985","NN","I","High","trapnest_27",6,"a",2023-05-28,"27_6a","27_6","empty","none",2,0,7,0,0,0,11,0,0,0
"8986","NN","I","High","trapnest_27",6,"a",2023-05-29,"27_6a","27_6","empty","none",1,0,7,0,0,0,11,0,0,0
"8987","NN","I","High","trapnest_27",6,"a",2023-05-31,"27_6a","27_6","empty","none",2,0,7,0,0,0,11,0,0,0
"8988","NN","I","High","trapnest_27",6,"a",2023-06-01,"27_6a","27_6","empty","none",1,0,6,0,0,0,11,0,0,0
"8989","NN","I","High","trapnest_27",6,"a",2023-06-04,"27_6a","27_6","empty","none",3,0,6,0,0,0,11,0,0,0
"8990","NN","I","High","trapnest_27",6,"a",2023-06-05,"27_6a","27_6","empty","none",1,0,7,0,0,0,10,0,0,0
"8991","NN","I","High","trapnest_27",6,"a",2023-06-08,"27_6a","27_6","empty","none",2,0,6,0,0,0,11,0,0,0
"8992","NN","I","High","trapnest_27",6,"a",2023-06-10,"27_6a","27_6","empty","none",0,0,6,0,0,0,11,0,0,0
"8993","NN","I","High","trapnest_27",6,"a",2023-06-11,"27_6a","27_6","empty","none",1,0,6,0,0,0,11,0,0,0
"8994","NN","I","High","trapnest_27",6,"a",2023-06-12,"27_6a","27_6","empty","none",0,0,6,0,0,0,11,0,0,0
"8995","NN","I","High","trapnest_27",6,"a",2023-06-15,"27_6a","27_6","empty","none",0,0,6,0,0,0,11,0,0,0
"8996","NN","I","High","trapnest_27",6,"a",2023-06-19,"27_6a","27_6","empty","none",0,0,7,0,0,0,11,0,0,0
"8997","NN","I","High","trapnest_27",6,"a",2023-06-22,"27_6a","27_6","empty","none",3,0,7,0,0,0,11,0,0,0
"8998","NN","I","High","trapnest_27",6,"a",2023-06-23,"27_6a","27_6","empty","none",1,0,7,0,0,0,11,0,0,0
"8999","NN","I","High","trapnest_27",6,"a",2023-06-30,"27_6a","27_6","empty","none",1,0,6,0,0,0,11,0,0,0
"9000","NN","I","High","trapnest_27",6,"a",2023-07-03,"27_6a","27_6","empty","none",2,0,6,0,0,0,11,0,0,0
"9001","NN","I","High","trapnest_27",6,"a",2023-07-04,"27_6a","27_6","empty","none",1,0,6,0,0,0,11,0,0,0
"9002","NN","I","High","trapnest_27",6,"a",2023-07-06,"27_6a","27_6","empty","none",2,0,5,0,0,0,11,0,0,0
"9003","NN","I","High","trapnest_27",7,"a",2023-05-07,"27_7a","27_7","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9004","NN","I","High","trapnest_27",7,"a",2023-05-11,"27_7a","27_7","pseudo","osmia",4,NA,7,0,0,0,11,0,0,0
"9005","NN","I","High","trapnest_27",7,"a",2023-05-12,"27_7a","27_7","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9006","NN","I","High","trapnest_27",7,"a",2023-05-15,"27_7a","27_7","pseudo","osmia",3,NA,7,0,0,0,11,0,0,0
"9007","NN","I","High","trapnest_27",7,"a",2023-05-16,"27_7a","27_7","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9008","NN","I","High","trapnest_27",7,"a",2023-05-18,"27_7a","27_7","pseudo","osmia",2,NA,7,0,0,0,11,0,0,0
"9009","NN","I","High","trapnest_27",7,"a",2023-05-19,"27_7a","27_7","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9010","NN","I","High","trapnest_27",7,"a",2023-05-21,"27_7a","27_7","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9011","NN","I","High","trapnest_27",7,"a",2023-05-22,"27_7a","27_7","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9012","NN","I","High","trapnest_27",7,"a",2023-05-25,"27_7a","27_7","pseudo","osmia",3,NA,7,0,0,0,11,0,0,0
"9013","NN","I","High","trapnest_27",7,"a",2023-05-26,"27_7a","27_7","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9014","NN","I","High","trapnest_27",7,"a",2023-05-28,"27_7a","27_7","pseudo","osmia",2,NA,7,0,0,0,11,0,0,0
"9015","NN","I","High","trapnest_27",7,"a",2023-05-29,"27_7a","27_7","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9016","NN","I","High","trapnest_27",7,"a",2023-05-31,"27_7a","27_7","pseudo","osmia",2,NA,7,0,0,0,11,0,0,0
"9017","NN","I","High","trapnest_27",7,"a",2023-06-01,"27_7a","27_7","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"9018","NN","I","High","trapnest_27",7,"a",2023-06-04,"27_7a","27_7","pseudo","osmia",3,NA,6,0,0,0,11,0,0,0
"9019","NN","I","High","trapnest_27",7,"a",2023-06-05,"27_7a","27_7","pseudo","osmia",1,NA,7,0,0,0,10,0,0,0
"9020","NN","I","High","trapnest_27",7,"a",2023-06-08,"27_7a","27_7","pseudo","osmia",2,NA,6,0,0,0,11,0,0,0
"9021","NN","I","High","trapnest_27",7,"a",2023-06-10,"27_7a","27_7","pseudo","osmia",0,NA,6,0,0,0,11,0,0,0
"9022","NN","I","High","trapnest_27",7,"a",2023-06-11,"27_7a","27_7","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"9023","NN","I","High","trapnest_27",7,"a",2023-06-12,"27_7a","27_7","pseudo","osmia",0,NA,6,0,0,0,11,0,0,0
"9024","NN","I","High","trapnest_27",7,"a",2023-06-15,"27_7a","27_7","pseudo","osmia",0,NA,6,0,0,0,11,0,0,0
"9025","NN","I","High","trapnest_27",7,"a",2023-06-19,"27_7a","27_7","pseudo","osmia",0,NA,7,0,0,0,11,0,0,0
"9026","NN","I","High","trapnest_27",7,"a",2023-06-22,"27_7a","27_7","pseudo","osmia",3,NA,7,0,0,0,11,0,0,0
"9027","NN","I","High","trapnest_27",7,"a",2023-06-23,"27_7a","27_7","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9028","NN","I","High","trapnest_27",7,"a",2023-06-30,"27_7a","27_7","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"9029","NN","I","High","trapnest_27",7,"a",2023-07-03,"27_7a","27_7","pseudo","osmia",2,NA,6,0,0,0,11,0,0,0
"9030","NN","I","High","trapnest_27",7,"a",2023-07-04,"27_7a","27_7","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"9031","NN","I","High","trapnest_27",7,"a",2023-07-06,"27_7a","27_7","pseudo","osmia",2,NA,5,0,0,0,11,0,0,0
"9032","NN","I","High","trapnest_27",8,"a",2023-05-07,"27_8a","27_8","empty","none",1,0,7,0,0,0,11,0,0,0
"9033","NN","I","High","trapnest_27",8,"a",2023-05-11,"27_8a","27_8","empty","none",4,0,7,0,0,0,11,0,0,0
"9034","NN","I","High","trapnest_27",8,"a",2023-05-12,"27_8a","27_8","empty","none",1,0,7,0,0,0,11,0,0,0
"9035","NN","I","High","trapnest_27",8,"a",2023-05-15,"27_8a","27_8","empty","none",3,0,7,0,0,0,11,0,0,0
"9036","NN","I","High","trapnest_27",8,"a",2023-05-16,"27_8a","27_8","empty","none",1,0,7,0,0,0,11,0,0,0
"9037","NN","I","High","trapnest_27",8,"a",2023-05-18,"27_8a","27_8","empty","none",2,0,7,0,0,0,11,0,0,0
"9038","NN","I","High","trapnest_27",8,"a",2023-05-19,"27_8a","27_8","empty","none",1,0,7,0,0,0,11,0,0,0
"9039","NN","I","High","trapnest_27",8,"a",2023-05-21,"27_8a","27_8","empty","none",1,0,7,0,0,0,11,0,0,0
"9040","NN","I","High","trapnest_27",8,"a",2023-05-22,"27_8a","27_8","empty","none",1,0,7,0,0,0,11,0,0,0
"9041","NN","I","High","trapnest_27",8,"a",2023-05-25,"27_8a","27_8","empty","none",3,0,7,0,0,0,11,0,0,0
"9042","NN","I","High","trapnest_27",8,"a",2023-05-26,"27_8a","27_8","empty","none",1,0,7,0,0,0,11,0,0,0
"9043","NN","I","High","trapnest_27",8,"a",2023-05-28,"27_8a","27_8","empty","none",2,0,7,0,0,0,11,0,0,0
"9044","NN","I","High","trapnest_27",8,"a",2023-05-29,"27_8a","27_8","empty","none",1,0,7,0,0,0,11,0,0,0
"9045","NN","I","High","trapnest_27",8,"a",2023-05-31,"27_8a","27_8","empty","none",2,0,7,0,0,0,11,0,0,0
"9046","NN","I","High","trapnest_27",8,"a",2023-06-01,"27_8a","27_8","empty","none",1,0,6,0,0,0,11,0,0,0
"9047","NN","I","High","trapnest_27",8,"a",2023-06-04,"27_8a","27_8","empty","none",3,0,6,0,0,0,11,0,0,0
"9048","NN","I","High","trapnest_27",8,"a",2023-06-05,"27_8a","27_8","empty","none",1,0,7,0,0,0,10,0,0,0
"9049","NN","I","High","trapnest_27",8,"a",2023-06-08,"27_8a","27_8","empty","none",2,0,6,0,0,0,11,0,0,0
"9050","NN","I","High","trapnest_27",8,"a",2023-06-10,"27_8a","27_8","empty","none",0,0,6,0,0,0,11,0,0,0
"9051","NN","I","High","trapnest_27",8,"a",2023-06-11,"27_8a","27_8","empty","none",1,0,6,0,0,0,11,0,0,0
"9052","NN","I","High","trapnest_27",8,"a",2023-06-12,"27_8a","27_8","empty","none",0,0,6,0,0,0,11,0,0,0
"9053","NN","I","High","trapnest_27",8,"a",2023-06-15,"27_8a","27_8","empty","none",0,0,6,0,0,0,11,0,0,0
"9054","NN","I","High","trapnest_27",8,"a",2023-06-19,"27_8a","27_8","empty","none",0,0,7,0,0,0,11,0,0,0
"9055","NN","I","High","trapnest_27",8,"a",2023-06-22,"27_8a","27_8","empty","none",3,0,7,0,0,0,11,0,0,0
"9056","NN","I","High","trapnest_27",8,"a",2023-06-23,"27_8a","27_8","empty","none",1,0,7,0,0,0,11,0,0,0
"9057","NN","I","High","trapnest_27",8,"a",2023-06-30,"27_8a","27_8","empty","none",1,0,6,0,0,0,11,0,0,0
"9058","NN","I","High","trapnest_27",8,"a",2023-07-03,"27_8a","27_8","empty","none",2,0,6,0,0,0,11,0,0,0
"9059","NN","I","High","trapnest_27",8,"a",2023-07-04,"27_8a","27_8","empty","none",1,0,6,0,0,0,11,0,0,0
"9060","NN","I","High","trapnest_27",8,"a",2023-07-06,"27_8a","27_8","empty","none",2,0,5,0,0,0,11,0,0,0
"9061","NN","I","High","trapnest_27",9,"a",2023-05-07,"27_9a","27_9","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9062","NN","I","High","trapnest_27",9,"a",2023-05-11,"27_9a","27_9","pseudo","osmia",4,NA,7,0,0,0,11,0,0,0
"9063","NN","I","High","trapnest_27",9,"a",2023-05-12,"27_9a","27_9","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9064","NN","I","High","trapnest_27",9,"a",2023-05-15,"27_9a","27_9","pseudo","osmia",3,NA,7,0,0,0,11,0,0,0
"9065","NN","I","High","trapnest_27",9,"a",2023-05-16,"27_9a","27_9","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9066","NN","I","High","trapnest_27",9,"a",2023-05-18,"27_9a","27_9","pseudo","osmia",2,NA,7,0,0,0,11,0,0,0
"9067","NN","I","High","trapnest_27",9,"a",2023-05-19,"27_9a","27_9","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9068","NN","I","High","trapnest_27",9,"a",2023-05-21,"27_9a","27_9","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9069","NN","I","High","trapnest_27",9,"a",2023-05-22,"27_9a","27_9","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9070","NN","I","High","trapnest_27",9,"a",2023-05-25,"27_9a","27_9","pseudo","osmia",3,NA,7,0,0,0,11,0,0,0
"9071","NN","I","High","trapnest_27",9,"a",2023-05-26,"27_9a","27_9","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9072","NN","I","High","trapnest_27",9,"a",2023-05-28,"27_9a","27_9","pseudo","osmia",2,NA,7,0,0,0,11,0,0,0
"9073","NN","I","High","trapnest_27",9,"a",2023-05-29,"27_9a","27_9","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9074","NN","I","High","trapnest_27",9,"a",2023-05-31,"27_9a","27_9","pseudo","osmia",2,NA,7,0,0,0,11,0,0,0
"9075","NN","I","High","trapnest_27",9,"a",2023-06-01,"27_9a","27_9","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"9076","NN","I","High","trapnest_27",9,"a",2023-06-04,"27_9a","27_9","pseudo","osmia",3,NA,6,0,0,0,11,0,0,0
"9077","NN","I","High","trapnest_27",9,"a",2023-06-05,"27_9a","27_9","pseudo","osmia",1,NA,7,0,0,0,10,0,0,0
"9078","NN","I","High","trapnest_27",9,"a",2023-06-08,"27_9a","27_9","pseudo","osmia",2,NA,6,0,0,0,11,0,0,0
"9079","NN","I","High","trapnest_27",9,"a",2023-06-10,"27_9a","27_9","pseudo","osmia",0,NA,6,0,0,0,11,0,0,0
"9080","NN","I","High","trapnest_27",9,"a",2023-06-11,"27_9a","27_9","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"9081","NN","I","High","trapnest_27",9,"a",2023-06-12,"27_9a","27_9","pseudo","osmia",0,NA,6,0,0,0,11,0,0,0
"9082","NN","I","High","trapnest_27",9,"a",2023-06-15,"27_9a","27_9","pseudo","osmia",0,NA,6,0,0,0,11,0,0,0
"9083","NN","I","High","trapnest_27",9,"a",2023-06-19,"27_9a","27_9","pseudo","osmia",0,NA,7,0,0,0,11,0,0,0
"9084","NN","I","High","trapnest_27",9,"a",2023-06-22,"27_9a","27_9","pseudo","osmia",3,NA,7,0,0,0,11,0,0,0
"9085","NN","I","High","trapnest_27",9,"a",2023-06-23,"27_9a","27_9","pseudo","osmia",1,NA,7,0,0,0,11,0,0,0
"9086","NN","I","High","trapnest_27",9,"a",2023-06-30,"27_9a","27_9","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"9087","NN","I","High","trapnest_27",9,"a",2023-07-03,"27_9a","27_9","pseudo","osmia",2,NA,6,0,0,0,11,0,0,0
"9088","NN","I","High","trapnest_27",9,"a",2023-07-04,"27_9a","27_9","pseudo","osmia",1,NA,6,0,0,0,11,0,0,0
"9089","NN","I","High","trapnest_27",9,"a",2023-07-06,"27_9a","27_9","pseudo","osmia",2,NA,5,0,0,0,11,0,0,0
"9090","NN","J","Low","trapnest_28",10,"a",2023-05-07,"28_10a","28_10","empty","none",1,0,18,0,0,0,0,0,0,0
"9091","NN","J","Low","trapnest_28",10,"a",2023-05-11,"28_10a","28_10","empty","none",4,0,18,0,0,0,0,0,0,0
"9092","NN","J","Low","trapnest_28",10,"a",2023-05-12,"28_10a","28_10","empty","none",1,0,18,0,0,0,0,0,0,0
"9093","NN","J","Low","trapnest_28",10,"a",2023-05-15,"28_10a","28_10","empty","none",3,0,18,0,0,0,0,0,0,0
"9094","NN","J","Low","trapnest_28",10,"a",2023-05-16,"28_10a","28_10","empty","none",1,0,18,0,0,0,0,0,0,0
"9095","NN","J","Low","trapnest_28",10,"a",2023-05-18,"28_10a","28_10","empty","none",2,0,18,0,0,0,0,0,0,0
"9096","NN","J","Low","trapnest_28",10,"a",2023-05-19,"28_10a","28_10","empty","none",1,0,18,0,0,0,0,0,0,0
"9097","NN","J","Low","trapnest_28",10,"a",2023-05-21,"28_10a","28_10","empty","none",1,0,18,0,0,0,0,0,0,0
"9098","NN","J","Low","trapnest_28",10,"a",2023-05-22,"28_10a","28_10","empty","none",1,0,18,0,0,0,0,0,0,0
"9099","NN","J","Low","trapnest_28",10,"a",2023-05-25,"28_10a","28_10","empty","none",3,0,18,0,0,0,0,0,0,0
"9100","NN","J","Low","trapnest_28",10,"a",2023-05-26,"28_10a","28_10","empty","none",1,0,18,0,0,0,0,0,0,0
"9101","NN","J","Low","trapnest_28",10,"a",2023-05-28,"28_10a","28_10","empty","none",2,0,18,0,0,0,0,0,0,0
"9102","NN","J","Low","trapnest_28",10,"a",2023-05-29,"28_10a","28_10","empty","none",1,0,18,1,0,1,0,0,0,0
"9103","NN","J","Low","trapnest_28",10,"a",2023-05-31,"28_10a","28_10","empty","none",2,0,18,0,0,0,0,0,0,0
"9104","NN","J","Low","trapnest_28",10,"a",2023-06-01,"28_10a","28_10","empty","none",1,0,18,0,0,0,0,0,0,0
"9105","NN","J","Low","trapnest_28",10,"a",2023-06-04,"28_10a","28_10","empty","none",3,0,18,0,0,0,0,0,0,0
"9106","NN","J","Low","trapnest_28",10,"a",2023-06-05,"28_10a","28_10","empty","none",1,0,18,0,0,0,0,0,0,0
"9107","NN","J","Low","trapnest_28",10,"a",2023-06-08,"28_10a","28_10","empty","none",2,0,18,0,0,0,0,0,0,0
"9108","NN","J","Low","trapnest_28",10,"a",2023-06-10,"28_10a","28_10","empty","none",0,0,18,0,0,0,0,0,0,0
"9109","NN","J","Low","trapnest_28",10,"a",2023-06-11,"28_10a","28_10","empty","none",1,0,18,0,0,0,0,0,0,0
